,city,job_title,company_name,location,summary,salary
184,Philadelphia,Data Scientist / Developer - Analytics Center of Excellence,QuintilesIMS,"Philadelphia, PA","Data Scientist/Developer – the role. As a data science software developer, this is a unique opportunity to build unparalleled in-depth knowledge within our...",Nothing_found
185,Philadelphia,Predictive Modeling Analyst,Vencore,"King of Prussia, PA",Experience in utilizing COTS products to analyze data and generate results (e.g. Analyzes data and conducts advanced statical analysis and applies mathematical...,Nothing_found
186,Philadelphia,Research Data Analyst,LexisNexis,"Philadelphia, PA","The Research Data Analyst. Provide services in support of literature surveillance with an emphasis on data migration that may include audit, scope development,...",Nothing_found
187,Philadelphia,QC Analytical Sciences Scientist,"Spark Therapeutics, Inc.","Philadelphia, PA","Trend and report method and Critical Reagents performance data. Provide support to QC investigations through experimental design, data mining and analysis,...",Nothing_found
188,Philadelphia,Machine Learning Specialist,IMS Health,"Plymouth Meeting, PA","Experience using big data technology. Apply machine learning, data mining technologies in developing innovative solutions in pharmaceutical industry....",Nothing_found
189,Philadelphia,Principal Scientist - Modeling and Data Sciences Job,Merck,"Gwynedd, PA","Principal Scientist - Modeling and Data Sciences-OUT000415. Scientist, Outcomes Research. Maintain awareness of external data, models and IT environment to...",Nothing_found
190,Philadelphia,STATISTICAL ANALYST A,University of Pennsylvania,"Philadelphia, PA",Data management experience is preferred; Familiarity with FDA data submissions would be preferred; Familiarity with FDA data submissions would be a plus....,Nothing_found
191,Philadelphia,Sr. Data Scientist,PRA Health Sciences,"Blue Bell, PA","Experience leading teams of data scientists, developers, or analysts. Data Scientist is responsible for aggregating and analyzing data to create actionable...",Nothing_found
192,Philadelphia,Research Data Analyst,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",Attentive to detail and data accuracy; Analyze and abstract data with 100% accuracy. Enter abstracted data into database with 100% accuracy....,Nothing_found
193,Philadelphia,Lead Data Scientist,Comcast,"Philadelphia, PA 19103 (Belmont area)","5+ years working within an enterprise data warehouse environment or Big Data architecture. Lead large scale projects that utilize online & offline data,...",Nothing_found
194,Philadelphia,Junior Statistician,"C3i, Inc.","Upper Gwynedd, PA",Identify data sources and gather data; Ability to design data collection plans. This Junior Statistician will be part of an Investment Analytics Decision...,Nothing_found
195,Philadelphia,Data Scientist,AmeriHealth Caritas,"Philadelphia, PA","Defines problems, collects data, applies advanced economic and mathematical concepts, establishes facts and draws valid conclusions....",Nothing_found
196,Philadelphia,Data Scientist,AmeriHealth Caritas,"Philadelphia, PA","Defines problems, collects data, applies advanced economic and mathematical concepts, establishes facts and draws valid conclusions....",Nothing_found
197,Philadelphia,Junior Statistician,"C3i, Inc.","Upper Gwynedd, PA",Identify data sources and gather data; Ability to design data collection plans. This Junior Statistician will be part of an Investment Analytics Decision...,Nothing_found
198,Philadelphia,Data Scientist,Predictive Science,United States,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Nothing_found
199,Philadelphia,Safety Data Associate - UBC,Express Scripts,"Blue Bell, PA 19424",Interact with the Safety Data Managers/Safety Scientists. Performs data entry functions and other data functions for the Safety Department....,Nothing_found
200,Philadelphia,Safety Data Associate,Express Scripts,"Blue Bell, PA 19424",Performs data entry functions and other data functions for the Safety Department. Support the Safety Managers/Safety Scientists....,Nothing_found
201,Philadelphia,Senior Analyst Quantitative Analytics,Lincoln Financial,"Philadelphia, PA","Alternate Locations: Philadelphia, PA (Pennsylvania) Relocation assistance will be considered/provided for this opportunity within our company guidelines.",Nothing_found
202,Philadelphia,Statistician,QuintilesIMS,"Plymouth Meeting, PA","Role Purpose: Under guidance, provides support in applying statistical methodologies to assigned research projects. Principal Accountabilities: Provides",Nothing_found
203,Philadelphia,Data Science and Machine Learning for Drug Discovery,GSK,"Collegeville, PA","Specifically, we are seeking a computational, modelling or informatics scientist with knowledge of active learning, multi-parameter optimization,...",Nothing_found
204,Philadelphia,"Analyst 1, Advertising Research",Comcast,"West Conshohocken, PA 19428","And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.). Identifies complex issues (conflicting data, client objections, industry trends, etc.)....",Nothing_found
205,Philadelphia,Statistical Programmer,QuintilesIMS,"Plymouth Meeting, PA","Extensive knowledge and experience in prescription data, emr data, managed care data (plan / payer data), medical claim data, patient longitudinal data,...",Nothing_found
206,Philadelphia,Neurology Sleep Lab Tech,Convergys,"Philadelphia, PA 19102 (City Center West area)","Basic computer competence using Windows and data entry skills. Our research analysts are trained social scientists with post-graduate degrees, extensive...",Nothing_found
207,Philadelphia,Analytical Scientist – PAS,Eurofins,"Malvern, PA","Peer review of analytical data. Scientist responsibilities include, but are not limited to, the following :....",Nothing_found
208,Philadelphia,"Principal, Data Scientist - Digital",Comcast,"Philadelphia, PA 19103 (Belmont area)","As member of the Data Science team, you will leverage internal and external data to develop and deploy predictive models which enable the organization to make...",Nothing_found
209,Philadelphia,Data Engineer/Scientist,RS Energy Group,"Plymouth Meeting, PA","Integrated with cloud based external data sources, and API’s to discover interesting data trends. Working alongside Data Scientists to productionalize advanced...",Nothing_found
210,Philadelphia,Senior Analyst Quantitative Analytics,Lincoln Financial,"Philadelphia, PA","Alternate Locations: Philadelphia, PA (Pennsylvania) Relocation assistance will be considered/provided for this opportunity within our company guidelines.",Nothing_found
211,Atlanta,Statistician,"IHRC, Inc.","Atlanta, GA 30346",Experience working within public health data sets and data environments. Develop documentation for releasing data to the general public that includes background...,Nothing_found
212,Atlanta,Data Scientist (Experience Insights),Home Depot,"Atlanta, GA",Strong communication and data presentation skills. The Data Scientist will develop the analytical infrastructure and computational capabilities that drive...,Nothing_found
213,Atlanta,Market Research Analyst,Cox Media Group,"Atlanta, GA",Data Extraction and Manipulation. Run data queries in Access. Create and proof cross-tabulation data tables in a timely manner....,Nothing_found
214,Atlanta,Ultimate Hoops Statistician,Life Time Fitness,"Atlanta, GA 30324 (Buckhead area)",Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....,Nothing_found
215,Atlanta,Sr. Statistical Quantitative Analyst,SunTrust,"Atlanta, GA",Sr. Statistical Quantitative Analyst-W437805 Description This model development analyst is responsible for development and analysis of quantitative models,Nothing_found
216,Atlanta,Data Management and Analysis Fellowship - CDC,Oak Ridge Associated Universities,"Atlanta, GA","This fellowship will focus on conducting data analysis, project management of data processes and assisting with dissemination of NHBS data....",Nothing_found
217,Atlanta,Junior Data Scientist (Internship),Stanley Black & Decker,"Atlanta, GA 30309 (Midtown area)","As a Junior Data Scientist at Stanley Black & Decker, you will work with the Data Scientist team to learn how to analyze data through cleaning, visualizing and...",Nothing_found
218,Atlanta,Principal Data Architect - Cloud Architecture team,Turner,"Atlanta, GA 30319","Strong understanding of algorithms, big data framework, and data structures. 5+ years of data engineering, data science or software engineering experience....",Nothing_found
219,Atlanta,"Data Analyst, Predictive Modeling",Target MarkeTeam,"Atlanta, GA",The Data Analyst will work with client data to create/implement statistical predictive/prescriptive. Manage/manipulate large data sets efficiently while keeping...,Nothing_found
220,Atlanta,"Solution Analyst I - IT, Data Science",CocaCola,"Atlanta, GA",Provide data expertise and technical support to data scientists and overall analyst community. Work closely with data scientists and engineers to design and...,Nothing_found
221,Atlanta,"Analyst 1, Advertising Research",Comcast,"Atlanta, GA 30328","And/or syndicated data (Scarborough, Experian, Polk, Kantar, etc.). Identifies complex issues (conflicting data, client objections, industry trends, etc.)....",Nothing_found
222,Atlanta,Statistician,"IHRC, Inc.","Atlanta, GA 30346",Experience working within public health data sets and data environments. Develop documentation for releasing data to the general public that includes background...,Nothing_found
223,Atlanta,Research Scientist I (PVA - 35586),Georgia Tech,"Atlanta, GA","Process data requests, operate data repositories, consult with researchers on data needs. Educated on and conversant in data management, data driven research,...",Nothing_found
224,Atlanta,Data Analyst Supply Chain,Home Depot,"Atlanta, GA","Operates under the supervision and mentorship of more experienced managers and data scientists. 20%-Leverages data analytics tools to create new dashboards,...",Nothing_found
225,Atlanta,Senior Data Analyst – Trending & Analysis/System Administrator,Piedmont Healthcare,"Atlanta, GA 30363","Knowledge of claims, data management, and IT terminology preferred. Overall responsibility for the management, validation, and complex analysis of data stored...",Nothing_found
226,Atlanta,Senior Data Analyst – Trending & Analysis/System Administrator,Piedmont Healthcare,"Atlanta, GA 30363","Knowledge of claims, data management, and IT terminology preferred. Overall responsibility for the management, validation, and complex analysis of data stored...",Nothing_found
227,Atlanta,Data Analyst Supply Chain,Home Depot,"Atlanta, GA","Operates under the supervision and mentorship of more experienced managers and data scientists. 20%-Leverages data analytics tools to create new dashboards,...",Nothing_found
228,Atlanta,Market Research Analyst,Cox Media Group,"Atlanta, GA",Data Extraction and Manipulation. Run data queries in Access. Create and proof cross-tabulation data tables in a timely manner....,Nothing_found
229,Atlanta,"R&D Scientist, RF Electronics",nGimat Co.,"Atlanta, GA",_ The RF Electronics Research Scientist will manage R&D programs and win new business. The scientist will work closely with members in all areas of the Company....,Nothing_found
230,Atlanta,Scientist III - R&D,CocaCola,"Atlanta, GA","Scientist and internal partners to ideate, define, and develop beverages for global markets. Record data from analyses or experiments in a computer, log book or...",Nothing_found
231,Atlanta,Statistician,Assurant,"Atlanta, GA 30339",Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. Passionate about data analytics;...,Nothing_found
232,Atlanta,Analytics Engineer,Riskonnect Inc.,"Kennesaw, GA 30144","Proficiency with Magic ETL, MySQL, data connectors, data transformations, dataflows, join syntax, aggregation methods and data types....",Nothing_found
233,Atlanta,Data Science Instructor Associate,General Assembly,"Atlanta, GA","You are eager to shape the skills, minds, and careers of the newest generation of data scientists. We also cover all sorts of other things that junior data...",Nothing_found
234,Atlanta,Implementation Analyst,Turner,"Atlanta, GA 30319","Although this is not a technical position, this role will have frequent interaction with data scientists, development and engineering teams....",Nothing_found
235,Atlanta,Data Link Systems Engineer - ELSYS - 1354,Georgia Tech Research Institute,"Atlanta, GA 30318 (Rockdale area)","Serve as the technical expert on military tactical data links, associated radios, and systems' uses of those data links for sponsors and associated projects....",Nothing_found
236,Atlanta,Research Scientist,Solvay,"Alpharetta, GA","Experience with analytical chemistry, physical chemistry, statistical experimental design and treatment of data....",Nothing_found
237,Atlanta,Computer Statistical Assistant,Customer Value Partners,"Atlanta, GA","Perform data entry, coding, and transcription. Provide routine analysis and interpretation of data. Experience with routine analysis and interpretation of data....",Nothing_found
238,Atlanta,Research Scientist - Orthopaedics,Children's Healthcare of Atlanta,"Atlanta, GA 30342 (Buckhead area)","Collects, analyzes, and interprets data. Designs, performs, and/or oversees experiments and data collection to ensure data integrity, quality control, and...",Nothing_found
239,Atlanta,Data Scientist (Experience Insights),Home Depot,"Atlanta, GA",Strong communication and data presentation skills. The Data Scientist will develop the analytical infrastructure and computational capabilities that drive...,Nothing_found
240,Atlanta,Statistician,"IHRC, Inc.","Atlanta, GA 30346",Experience working within public health data sets and data environments. Develop documentation for releasing data to the general public that includes background...,Nothing_found
241,Dallas,Professional-Data Scientist - BIG DATA,AT&T,"Plano, TX 75086",Perform data studies and data discovery around new data sources or new uses for existing data sources. The Data Scientist will be responsible for designing and...,Nothing_found
242,Dallas,Sr. Scientist I,Alcon Labs,"Fort Worth, TX","Analyzes data from multiple, complex studies to derive a decision on functional deliverable. Designs, plans, performs and interprets scientific experiments (or...",Nothing_found
243,Dallas,Lab Scientist -- R&D,"Nutribiotech USA, Inc.","Garland, TX 75042",Evaluate stability 1 and 2 reports when data is outside of the tentative specifications and make suggestions / comments on the product’s ability to launch....,Nothing_found
244,Dallas,Applied Statistical Learning Scientist,"Spectral MD, Inc.","Dallas, TX",Stratification of study data based on clinical variables; Analyze clinical study data to identify factors that influence diagnostic device effectiveness....,Nothing_found
245,Dallas,Sr Data Scientist,FastConnect,"Dallas, TX","The Data Scientist uses scientific /analytical approaches to explore and visualize available data, identifies gaps and needs for additional data, builds...",Nothing_found
246,Dallas,"VP, Head of Data, Analytics & Machine Learning",Blucora,"Irving, TX","Build customer centric revenue generating data products using internal and external data. Form external data partnerships to collect third party data, append it...",Nothing_found
247,Dallas,Natural Language Processing Scientist,Pieces Technologies,"Dallas, TX 75247 (Northwest Dallas area)","Designs novel algorithms for problem solving, which may include data cleaning, feature selection, statistical modeling, data clustering and classification, text...",Nothing_found
248,Dallas,"Sr. Data Scientist, Predictive Analytics",ABBOTT LABORATORIES,"Irving, TX 75038","Trains lower-level scientists. Evaluates data using analytical methodologies to achieve results. Main Responsibilities Designs and conducts experiments,...",Nothing_found
249,Dallas,Need Software Developers & Programmers in IT Technologies,Advansys Inc,"Dallas, TX","Good Working Knowledge of Java or Data Bases such as SQL, PLSQL (Preferred) or Net framework and Netor C# are preferred....","$75,000 - $95,000 a year"
250,Dallas,Global Operations Data Science Associate Analyst,PepsiCo,"Plano, TX",The Data Scientist will be part of Global Logistics Analytics team who is tasked with building advance analytics capabilities to identify and deliver...,Nothing_found
251,Dallas,"VP, Head of Data, Analytics & Machine Learning","InfoSpace, Inc.","Irving, TX","Build customer centric revenue generating data products using internal and external data. Form external data partnerships to collect third party data, append it...",Nothing_found
252,Dallas,Fair Lending Statistician,Happy State Bank,"Addison, TX 75001",Apply statistical techniques to streamline data collection from multiple datasets and data validation procedures;...,Nothing_found
253,Dallas,Ultimate Hoops Statistician,Life Time Fitness,"Plano, TX 75024",Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....,Nothing_found
254,Dallas,Quantitative Analyst / Data Scientist,Data One Global,"Plano, TX 75093",Job Description for Data One Quantitative Analyst / Data Scientist:. About Data One Global*. Experience with processing and coding real-time data....,Nothing_found
255,Dallas,Professional-Big Data Software Eng - BIG DATA,AT&T,"Plano, TX 75086","Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Nothing_found
256,Dallas,Professional-Big Data Software Eng - BIG DATA,AT&T,"Plano, TX 75086","Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",Nothing_found
257,Dallas,Quantitative Analyst / Data Scientist,Data One Global,"Plano, TX 75093",Job Description for Data One Quantitative Analyst / Data Scientist:. About Data One Global*. Experience with processing and coding real-time data....,Nothing_found
258,Dallas,Lab Scientist -- R&D,"Nutribiotech USA, Inc.","Garland, TX 75042",Evaluate stability 1 and 2 reports when data is outside of the tentative specifications and make suggestions / comments on the product’s ability to launch....,Nothing_found
259,Dallas,Healthcare Data Analyst - Dallas or Houston,Quality Health Strategies,"Dallas, TX","Reports are drafted by teams with leadership of Data Scientists. Data Analyst IV:. Our data analysts perform study design, data analysis, and report preparation...",Nothing_found
260,Dallas,Big Data / Machine Learning Developer,TechPeople,"Dallas, TX","Deployment ¿ Microservices, OpenSource, Big Data, Spark. Data Characteristics and Catalog Management platform skills (Ontologies, ERD, Repos)....",Nothing_found
261,Dallas,"Director, Machine Learning",Capital One,"Plano, TX","At least 3 years’ experience with data management technologies. Big, undefined problems and petabytes of data don't frighten you....",Nothing_found
262,Dallas,Director of Analytics,Wunderman,"Dallas, TX","Headquartered in New York, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets....",Nothing_found
263,Dallas,Data Analyst,American Heart Association,"Dallas, TX 75219 (Oak Lawn area)",+ Steward the data by troubleshooting data quality. Data Analyst - Science Operations. The Data Analyst is responsible for providing and conducting analytics on...,Nothing_found
264,Dallas,Senior Research Analyst,"Allan Bailey Group, LLC","Dallas, TX","Analyze data using statistical software. Gather data about consumers, competitors, and market conditions....",Nothing_found
265,Dallas,Professional-Big Data Software Eng - BIG DATA,AT&T,"Plano, TX","Interacts with data scientists. Data programming languages and technology, writes code, completes. Computing tasks using Big Data technologies such as Hadoop,...",Nothing_found
266,Dallas,Big Data Platform Architect,Verizon,"Irving, TX 75038","Experience working with data, data warehousing & BI. Knowledge of AWS Data Stack using S3, EMR, Data Pipeline....",Nothing_found
267,Dallas,Data Scientist Sr. Advisor (Dallas Area),Dell,"Dallas, TX",Our Junior Data Scientist will assist the People Insights core teams in converting Dell Technologies HR Data into critical information that can be used to make...,Nothing_found
268,Dallas,Visiting Research Scientist,Baylor Scott & White Health,"Dallas, TX",The Visiting Scientist position is supervised. Records the design and data obtained from the. Intended to develop young scientists into independent...,Nothing_found
269,Dallas,Sr. Scientist I,Alcon Labs,"Fort Worth, TX","Analyzes data from multiple, complex studies to derive a decision on functional deliverable. Designs, plans, performs and interprets scientific experiments (or...",Nothing_found
270,Dallas,Professional-Data Scientist - BIG DATA,AT&T,"Plano, TX 75086",Perform data studies and data discovery around new data sources or new uses for existing data sources. The Data Scientist will be responsible for designing and...,Nothing_found
271,Pittsburgh,Research Statistician,Aetna,"Pittsburgh, PA 15220","Aetna continues to build a world-class Data Science organization to capture data, understand context, generate insights and react in real time....",Nothing_found
272,Pittsburgh,Machine Learning Scientist,Cameron Craig Group,"Pittsburgh, PA","Experience with distributed data processing and big data analysis. Collaborate with physicians, software engineers, and data scientists to identify needs,...","$130,000 - $145,000 a year"
273,Pittsburgh,Machine Learning Lead/Manager - Direct Client Requirement/Full Time.,Accion Labs,"Pittsburgh, PA 15201","We are looking for a machine learning expert who loves working with sensor data, developing new algorithms, is not afraid to challenge him/herself with open...",Nothing_found
274,Pittsburgh,Statistician,UPMC,"Pittsburgh, PA 15213 (North Oakland area)",Write new programs for data analysis and conduct new data analysis as needed. Participate in the preparation of manuscripts and research reports and...,Nothing_found
275,Pittsburgh,Machine Learning,Argo AI,"Pittsburgh, PA","We are looking for highly motivated, technically deep engineers and applied scientists to join our team and help us realize this vision....",Nothing_found
276,Pittsburgh,Data Analyst,Direct Online Marketing,"Pittsburgh, PA",5+ years experience in data analytics. The Data Analyst will work with various teams in our office to help interpret data for us to provide better results for...,Nothing_found
277,Pittsburgh,Machine Learning Specialist,Uber,"Pittsburgh, PA 15201 (Central Lawrenceville area)","At the ATG, we are ambitious, engaged and excited about transforming the way the world moves. With locations in San Francisco and Pittsburgh, the Advanced",Nothing_found
278,Pittsburgh,Machine Learning Research Scientist - 2004504,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)","Engineering efficient data intake, processing, and reporting streams for a variety of intelligence-related data....",Nothing_found
279,Pittsburgh,Statistical Genetics Analyst,The University of Pittsburgh,"Pittsburgh, PA","GWAS , SNP panel, and sequence) data. At least five years’ experience in a research setting with statistical genetic analyses and general biostatistical...",Nothing_found
280,Pittsburgh,Quantitative Analytics & Model Development Analyst Sr,PNC Bank,"Pittsburgh, PA",Data Gathering and Reporting - Working Experience. Analyzes complex data and associated quantitative analysis. Makes recommendations based on findings from data...,Nothing_found
281,Pittsburgh,Research Data Analyst - Oncology - West Penn Hospital,Allegheny Singer Research Institute,"Pittsburgh, PA 15212","Obtains source documentation to complete data forms. Enters, maintains, and submits data in various research sponsor databases....",Nothing_found
282,Pittsburgh,Statistician HPL,UPMC,"Pittsburgh, PA 15219 (Middle Hill area)",Work with data team to generate and organize constructs necessary for data analysis. Investigate variances in data and derive solutions to quality issues....,Nothing_found
283,Pittsburgh,Research Data Analyst - Neurosurgery,Allegheny General Hospital,"Pittsburgh, PA","Obtains source documentation to complete data forms. Enters, maintains, and submits data in various research sponsor databases....",Nothing_found
284,Pittsburgh,Senior Associate Scientist-Technical Scouting,Covestro,"Pittsburgh, PA","Research in the fields of composites, sustainable chemistry, data science or data analytics. Your tasks and responsibilities....",Nothing_found
285,Pittsburgh,Data Scientist,Predictive Science,United States,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Nothing_found
286,Pittsburgh,Data Scientist,Predictive Science,United States,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Nothing_found
287,Pittsburgh,Senior Associate Scientist-Technical Scouting,Covestro,"Pittsburgh, PA","Research in the fields of composites, sustainable chemistry, data science or data analytics. Your tasks and responsibilities....",Nothing_found
288,Pittsburgh,Machine Learning Lead/Manager - Direct Client Requirement/Full Time.,Accion Labs,"Pittsburgh, PA 15201","We are looking for a machine learning expert who loves working with sensor data, developing new algorithms, is not afraid to challenge him/herself with open...",Nothing_found
289,Pittsburgh,Research Data Analyst - Neurosurgery,Allegheny General Hospital,"Pittsburgh, PA","Obtains source documentation to complete data forms. Enters, maintains, and submits data in various research sponsor databases....",Nothing_found
290,Pittsburgh,"Manager, Machine Learning",Qeexo,"Pittsburgh, PA","Data Structures and Algorithms (familiar). Comfortable working in a terminal environment, writing scripts (Bash/Python) to process data....",Nothing_found
291,Pittsburgh,Senior Research Scientist - 2002838,Software Engineering Institute,"Pittsburgh, PA 15213 (North Oakland area)","SEI Emerging Technology Center Director < Chief Scientist Research Scientist. Modern computing, data, and storage solutions, data processing architectures...",Nothing_found
292,Pittsburgh,Active Learning for Crowd-Machine Collaboration Intern,Bosch Group,"Pittsburgh, PA","The internship will be based at Bosch's Research and Technology Center in Pittsburgh, and will work closely with Bosch scientists, developers, and CMU...",Nothing_found
293,Pittsburgh,"3D Character Animation Programmer, Machine Learning",Carnegie Mellon University,"Pittsburgh, PA",InMind Project: 3D Character Animation Programmer We seek a Research Programmer to join a major research effort to develop integrated intelligent software,Nothing_found
294,Pittsburgh,Computer Vision,Argo AI,"Pittsburgh, PA","We are looking for highly motivated, technically deep engineers and applied scientists to join our team and help us realize this vision....",Nothing_found
295,Pittsburgh,"Research Scientist, Mechanical Engineering (MechE)",Carnegie Mellon University,"Pittsburgh, PA","Research Scientist, Mechanical Engineering (MechE). Data mining/machine learning, optimization, and programming required....",Nothing_found
296,Pittsburgh,"Research Intern: Machine Learning, User Thermal Comfort Models",Bosch Group,"Pittsburgh, PA","Practical experience in using MATLAB, R, SciKit, and/or other data analytics toolkits. Analyze sensor data time-series to characterize environmental conditions,...",Nothing_found
297,Pittsburgh,"Research Programmer, Machine Learning",Carnegie Mellon University,"Pittsburgh, PA",We seek a Machine Learning Research Programmer to join a major research effort to develop integrated intelligent software assistants operating on mobile,Nothing_found
298,Pittsburgh,"Research Scientist & Engineer, PhD",Duolingo,"Pittsburgh, PA",Analyze data using billions of Duolingo student activity logs. Experience with SQL and working with data warehouses....,Nothing_found
299,Pittsburgh,Machine Learning Scientist,Cameron Craig Group,"Pittsburgh, PA","Experience with distributed data processing and big data analysis. Collaborate with physicians, software engineers, and data scientists to identify needs,...","$130,000 - $145,000 a year"
300,Pittsburgh,Research Statistician,Aetna,"Pittsburgh, PA 15220","Aetna continues to build a world-class Data Science organization to capture data, understand context, generate insights and react in real time....",Nothing_found
301,Portland,Data Scientist,Predictive Science,United States,This is a freelance data scientist position who will work with other senior data scientists to consult with executives and data scientists who are a part of the...,Nothing_found
302,Portland,AI Content Subject Matter Expert,Tech Mahindra,"Hillsboro, OR 97124","Create technical content to support software developers and data scientists solutions using optimized Frameworks (Caffe\*, Theano\*, Torch\*, TensoeFlow\*....",$53 an hour
303,Portland,PHYSICAL SCIENTIST / BIOLOGIST,Wilson Construction,"Canby, OR 97013",Interpret and analyze data and prepare reports; Wilson Construction Company has an immediate opening in the Environmental Department at our headquarter office...,Nothing_found
304,Portland,Data Scientist Intern,Intel,"Hillsboro, OR 97124","DCG E&G's Business Insight & Strategy team is looking for a data scientist intern who will use predictive modeling, data mining, and other analytic techniques...",Nothing_found
305,Portland,Senior Institutional Research Analyst,Portland State University,"Portland, OR","Reporting to the director, the position is responsible for extracting, analyzing, modeling, and reporting data from both institutional and external data bases;...","$74,000 - $80,000 a year"
306,Portland,Data Production & Analysis I,Kaiser Permanente,"Portland, OR","The Data Analyst is responsible for supporting the business community needs for data collection, analysis, and reporting from a variety of sources including...",Nothing_found
307,Portland,"Market Research, Sr. Analyst",NIKE INC,"Portland, OR",You will support development and refinement of secondary/syndicated sources of market size/share data for Asia and Emerging Market countries including...,Nothing_found
308,Portland,Predictive Analytics (Machine Learning),"Kennedy Unlimited Inc, Professional Staffing","Portland, OR","Salary 130K to 140K We are assisting our Client, an innovative NEW high growth leader, Are you looking for more responsibility, More challenge. Leadership","$130,000 - $140,000 a year"
309,Portland,Materials Researcher II,NIKE INC,"Portland, OR",For these reasons exceptional presentation and data analysis skills are essential. The Polymers R&D team has an opening for a material scientist or engineer to...,Nothing_found
310,Portland,Assistant Staff Scientist,Oregon Health & Science University,"Portland, OR",Assistant Staff Scientists. Genomic data analysis experience. Experience with ChIP-sequencing and RNA-sequencing experiments and data analysis/visualization....,"$55,000 - $67,000 a year"
311,Portland,Data Management Specialist 2,Pacific States Marine Fisheries Commission,"Portland, OR","Compile project data into standardized electronic data formats. Data sources vary in format including database, spreadsheet, and survey data sets....",$20.31 - $32.97 an hour
312,Portland,Statistician - Research,Portland VA Research Foundation,"Portland, OR","Extensive experience using SAS or other statistical software to analyze data from large clinical or administrative datasets, such as hospital and patient record...",Nothing_found
313,Portland,"Senior Analyst, Load Research (R17-196)",Portland General Electric,"Portland, OR 97204 (Downtown area)","Maintain large databases and data sets. Manipulate, transform and cleanse large data sets. Produce customer load profiles from hourly and higher frequency (e.g....",Nothing_found
314,Portland,Professional Wetland Scientist,"Hart Crowser, Inc.","Portland, OR 97239","Professional Wetland Scientist (PWS) license; Write technical reports, collect data, and conduct survey field work....",Nothing_found
315,Portland,Corporate Research Analyst,DiscoverOrg,"Vancouver, WA","Verify entered data by reviewing, deleting, or modifying data. Prepare source data for entry by compiling and organizing data and researching incomplete or...",Nothing_found
316,Portland,Corporate Research Analyst,DiscoverOrg,"Vancouver, WA","Verify entered data by reviewing, deleting, or modifying data. Prepare source data for entry by compiling and organizing data and researching incomplete or...",Nothing_found
317,Portland,Professional Wetland Scientist,"Hart Crowser, Inc.","Portland, OR 97239","Professional Wetland Scientist (PWS) license; Write technical reports, collect data, and conduct survey field work....",Nothing_found
318,Portland,PHYSICAL SCIENTIST / BIOLOGIST,Wilson Construction,"Canby, OR 97013",Interpret and analyze data and prepare reports; Wilson Construction Company has an immediate opening in the Environmental Department at our headquarter office...,Nothing_found
319,Portland,Principal Data Architect,FamilyCare Health,"Portland, OR","Architects the data pipeline. The Principal Data Architect will create the conceptual design of database infrastructure (data marts, data warehouse/data lake,...",Nothing_found
320,Portland,HPC Research Scientist -- Runtimes and Automatic Performance Tuning,Intel,"Hillsboro, OR 97124","The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the...",Nothing_found
321,Portland,Biostatistician 4,Providence Health & Services,"Portland, OR 97240 (Hosford area)","Make recommendations regarding research, data gathering, and analyses to decrease bias and data errors. Draw conclusions from complex research data....",Nothing_found
322,Portland,AI Content Subject Matter Expert,Tech Mahindra,"Hillsboro, OR 97124","Create technical content to support software developers and data scientists solutions using optimized Frameworks (Caffe\*, Theano\*, Torch\*, TensoeFlow\*....",$53 an hour
323,Portland,"Analyst, Energy Services - Statistical and Economic Analysis Group","The Cadmus Group, Inc.","Portland, OR 97205 (Northwest area)","Clean and analyze complex data sets, collect weather data, merge data from various sources. You will participate in developing exciting new solutions to analyze...",Nothing_found
324,Portland,"Consulting Research Associate, Analyst or Senior",Cambia Health,"Portland, OR","Knowledge of health plan operations, data sources, data structures. Expert level in using analytical / statistical programming tools and querying complex data...",Nothing_found
325,Portland,Statistician,Intel,"Hillsboro, OR 97124","Ability to work effectively with others, provide team leadership in data analysis and interpretation. Activities include consulting with managers, engineers,...",Nothing_found
326,Portland,Post Doctoral Scholar,Oregon Health & Science University,"Portland, OR",Experience with data management. We are seeking a highly motivated and experienced postdoctoral scientist with interest in immune therapies for hematological...,"$47,484 a year"
327,Portland,2017 Research Scientist,Intel,"Hillsboro, OR 97124","This includes the security of personal and enterprise data in emerging cloud computing paradigms, including technologies such as OpenStack, as well as the...",Nothing_found
328,Portland,Statistical Analyst,Intel,"Hillsboro, OR 97124","Experience with SQL and data mining skills. In this role you will be responsible for applying your expertise in quantitative analysis, data mining, and the...",Nothing_found
